OriginalReferenceCode,StandardReferenceCode,AcquisitionType,ReferenceType,OrgCitation,Title,Authors,PublicationDate,Version,OriginalLanguage,ISBN,FirstEditionDate,EditionNumber,NumberofPages,BookTitle,Editors,LongJournalName,AbbreviatedJournalName,ISSN,Volume,Issue,Pages,SeriesName,SeriesNumber,ReportTitle,FileFormat,WWW,DOI,PublicationMedium,OperatingSystem,Validfrom,Remarks,DateOfGeneration,GeneratedBy,DateOfUpdate,UpdatedBy,Citation
1918,,C,R,"Levnedsmiddelstyrelsen, publikation nr. 204, Søborg, Danmark.",Carotenindholdet i frugt og grøntsager.,"Leth, T., J.S. Jacobsen",1991-01-01 00:00:00.0,,da,,,,,,,,,,,,,,,,,,,,,,,,,,,"Leth, T., J.S. Jacobsen, 1991. Carotenindholdet i frugt og grøntsager. Levneds-middelstyrelsen, publikation nr. 204, Søborg, Danmark."
1409,,C,P,Rannsóknastofnun landbúnaðarins,Óbirtar niðurstöður efnagreininga 1977-80.,Hannes Hafsteinsson,1987-01-01 00:00:00.0,,is,,,,,,,,,,,,,,,,,,,,,,,,,2010-04-10 08:27:49.0,,Hannes Hafsteinsson. Óbirtar niðurstöður efnagreininga 1977-80.
1913,,P,AJ,Journal of Food Composition and Analysis 2: 93-103.,Retinoids and Carotenoids in Finnish foods: Fish and fish products,"Ollilainen,V., M. Heinonen, E. Linkola, P. Varo, Koivistoinen",1989-01-01 00:00:00.0,,en,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ollilainen,V., M. Heinonen, E. Linkola, P. Varo, Koivistoinen, 1989. Retinoids and Carotenoids in Finnish foods: Fish and fish products. Journal of Food Composition and Analysis 2: 93-103."
1469,,O,R,Matra 01:09,Yfirlit um aðskotaefni í íslenskum landbúnaðarafurðum,Ólafur Reykdal,2001-04-01 00:00:00.0,,is,,,,,,,,,,,,,,,,,,,,,,Skýrslan var endurskoðuð í desember 2006,2009-08-11 11:03:48.81,,2010-03-09 03:38:24.0,,"Ólafur Reykdal, 2002. Yfirlit um aðskotaefni í íslenskum landbúnaðarafurðum. Matra 01:09."
1103,,D,AR,Atvinnudeild Háskóla Íslands. Skýrsla.,Skýrsla Iðnaðardeildar árin 1941 og 1942.,Atvinnudeild Háskólans,1943-01-01 00:00:00.0,,is,,,,,,,,,,,,,,,,,,,,,,,,,,,"Atvinnudeild Háskólans, 1943. Skýrsla Iðnaðardeildar árin 1941 og 1942."
1621,,L,P,,,,1990-01-01 00:00:00.0,,is,,,,,,,,,,,,,,,,,,,,,,Íslenskt-franskt hf.,,,2010-03-09 04:33:19.0,,Íslenskt-franskt hf.
1840,,F,B,"Scientific Publishers, Stuttgart.","Souci, Fachmann & Kraut’s Food Composition and Nutrition Tables. 6. útg","Scherz, H. & F. Senser",2000-01-01 00:00:00.0,,de,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scherz, H. & F. Senser, 2000. Souci, Fachmann & Kraut’s Food Composition and Nutrition Tables. 6. útg. Scientific Publishers, Stuttgart."
1407,,C,P,Rannsóknastofnun landbúnaðarins,Óbirt: Athugun á nítrati og nítríti í íslensku grænmeti.,Þuríður Þorbjarnardóttir og Hannes Hafsteinsson,1979-01-01 00:00:00.0,,is,,,,,,,,,,,,,,,,,,,,,,,,,,,"Þuríður Þorbjarnardóttir og Hannes Hafsteinsson, 1979. Athugun á nítrati og nítríti í íslensku grænmeti. Óbirt."
1126,,C,AJ,Fréttabréf um heilbrigðismál 16 (2): 8-11.,Krabbameinsvaldar í matvælum.,Þorsteinn Þorsteinsson,1968-01-01 00:00:00.0,,is,,,,,,,,,,,,,,,,,,,,,,,,,,,"Þorsteinn Þorsteinsson, 1968. Krabbameinsvaldar í matvælum. Fréttabréf um heilbrigðismál 16 (2): 8-11."
1258,,C,R,Tæknitíðindi nr. 105. Rannsóknastofnun fiskiðnaðarins.,Rannsóknir á loðnuhrognum,Kristinn Vilhelmsson og Hannes Magnússon,1978-01-01 00:00:00.0,,is,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kristinn Vilhelmsson og Hannes Magnússon, 1978. Rannsóknir á loðnuhrognum. Tæknitíðindi nr. 105."
1923,,C,R,"Levnedsmiddelstyrelsen, publikation nr. 192. Søborg, Danmark.","Sporelementer i slikprodukter, kaffe, te og kakao",Levnedsmiddelstyrelsen,1990-01-01 00:00:00.0,,da,,,,,,,,,,,,,,,,,,,,,,,,,,,"Levnedsmiddelstyrelsen, 1990. Sporelementer i slikprodukter, kaffe, te og kakao. Levnedsmiddelstyrelsen, publikation nr. 192. Søborg, Danmark."
1906,,P,AJ,"J. Food Sci. 49: 1233-1239, 1257.",Nutrient composition of lamb of two age groups.,"Ono, K., B.W. Berry, H.K. Johnson, et al.",1984-01-01 00:00:00.0,,en,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ono, K., B.W. Berry, H.K. Johnson, et al., 1984. Nutrient composition of lamb of two age groups. J. Food Sci. 49: 1233-1239, 1257."
1812,,F,F,"Levnedsmiddelstyrelsen, Danmörku.",Danskur gagnabanki fyrir efnainnihald fæðu,"Levnedsmiddelstyrelsen, Danmörku.",1990-01-01 00:00:00.0,,da,,,,,,,,,,,,,,,,,,,,,,,,,2010-04-10 08:41:14.0,,"Danskur gagnabanki fyrir efnainnihald fæðu, Levnedsmiddelstyrelsen, Danmörku."
1711,,C,AJ,Jafnvægi 16-17.,Sykur í nokkrum svaladrykkjum. Frá Rannsóknastöð Hjartaverndar.,Ársæll Jónsson og Þorsteinn Þorsteinsson,1988-01-01 00:00:00.0,,is,,,,,,,,,,,,,,,,,,,,,,,,,2010-04-10 08:39:55.0,,Ársæll Jónsson og Þorsteinn Þorsteinsson. Sykur í nokkrum svaladrykkjum. Frá Rannsóknastöð Hjartaverndar. Jafnvægi 16-17.
1254,,C,R,Rannsóknastofnun fiskiðnaðarins. Skýrsla.,Ársskýrsla 1977.,Rannsóknastofnun fiskiðnaðarins,1978-01-01 00:00:00.0,,is,,,,,,,,,,,,,,,,,,,,,,,,,,,"Rannsóknastofnun fiskiðnaðarins, 1978. Ársskýrsla 1977."
1142,,C,AJ,Tímarit Verkfræðingafélags Íslands 60 (4-6): 64-72.,Matvælarannsóknir Efnafræðistofu Raunvísindastofnunar Háskólans.,Jón Óttar Ragnarsson,1975-01-01 00:00:00.0,,is,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jón Óttar Ragnarsson, 1975. Matvælarannsóknir Efnafræðistofu Raunvísinda-stofnunar Háskólans. Tímarit Verkfræðingafélags Íslands 60 (4-6): 64-72."
1461,,O,R,"Rannsóknastofnun landbúnaðarins RL 008/AF 004. Fjölrit, 34 bls.",Úttekt á nokkrum efnum í Íslenska gagnagrunninum fyrir efnainnihald matvæla 1996-97,Ólafur Reykdal,1998-01-01 00:00:00.0,,is,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ólafur Reykdal, 1998. Úttekt á nokkrum efnum í Íslenska gagnagrunninum fyrir efnainnihald matvæla 1996-97. Rannsóknastofnun landbúnaðarins RL 008/AF 004. Fjölrit, 34 bls."
1235,,C,R,Tæknitíðindi nr. 19. Rannsóknastofnun fiskiðnaðarins.,Hörpudiskstilraunir 1972,Erla Salómonsdóttir og Björn Dagbjartsson .,1973-01-01 00:00:00.0,,is,,,,,,,,,,,,,,,,,,,,,,,,,,,"Erla Salómonsdóttir og Björn Dagbjartsson, 1973. Hörpudiskstilraunir 1972. Tæknitíðindi nr. 19."
1828,,F,B,"The Royal Society of Chemistry & Ministry of Agriculture, Fisheries and Food.",Miscellaneous Foods. Fourth Supplement to the fifth edition of McCance and Widdowson’s The Composition of Foods.,"Holland, B., J. Brown & D.H. Buss",1994-01-01 00:00:00.0,,en,,,,,,,,,,,,,,,,,,,,,,,,,,,"Holland, B., J. Brown & D.H. Buss, 1994. Miscellaneous Foods. Fourth Supplement to the fifth edition of McCance and Widdowson’s The Composition of Foods. The Royal Society of Chemistry & Ministry of Agriculture, Fisheries and Food."
1846,,F,WW,,Matvaretabellen,Matportalen,2006-01-01 00:00:00.0,,no,,,,,,,,,,,,,,,,,,,,,,,2010-03-28 14:13:25.64,,2010-03-28 02:17:53.0,,"Matportalen, 2006. Matvaretabellen på Internet. matportalen.no."
1837,,F,B,Livsmedelsverket.,Livsmedelstabell. Kolhydrater,Livsmedelsverket,1996-01-01 00:00:00.0,,sv,,,,,,,,,,,,,,,,,,,,,,,,,,,"Livsmedelsverket, 1996. Livsmedelstabell. Kolhydrater. Livsmedelsverket."
1125,,C,AJ,Fréttabréf um heilbrigðismál 14 (4): 17-20.,Polycyklísk kolvatnsefni í matvælum.,Þorsteinn Þorsteinsson,1966-01-01 00:00:00.0,,is,,,,,,,,,,,,,,,,,,,,,,,,,,,"Þorsteinn Þorsteinsson, 1966. Polycyklísk kolvatnsefni í matvælum. Fréttabréf um heilbrigðismál 14 (4): 17-20."
1908,,P,AJ,Brauindustrie 6/7: 785-796.,500 biere aus aller Welt.,"Piendl, A.",1983-01-01 00:00:00.0,,de,,,,,,,,,,,,,,,,,,,,,,,,,,,"Piendl, A., 1983. 500 biere aus aller Welt. Brauindustrie 6/7: 785-796."
1453,,C,P,Persónulegar upplýsingar,Óbirtar niðurstöður mælinga,Guðjón Þorkelsson,1987-01-01 00:00:00.0,,is,,,,,,,,,,,,,,,,,,,,,,,,,2010-04-10 08:33:12.0,,Guðjón Þorkelsson. Niðurstöður.
1452,,O,R,Fjölrit RALA 176.,Efnasamsetning og nýting lambakjöts.,Ólafur Reykdal og Guðjón Þorkelsson,1994-01-01 00:00:00.0,,is,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ólafur Reykdal og Guðjón Þorkelsson, 1994. Efnasamsetning og nýting lambakjöts. Fjölrit RALA 176."
1304,,O,P,Matís,Óbirtar niðurstöður úr verkefninu næringargildi sjávarafurða,Ólafur Reykdal,2011-01-01 00:00:00.0,,is,,,,,,,,,,,,,,,,,,,,,,,,,2011-05-20 12:58:14.0,,"Ólafur Reykdal, 2011. Óbirtar niðurstöður úr verkefninu næringargildi sjávarafurða. Matís."
1276,,C,R,Fjölrit Rannsóknastofnunar fiskiðnaðarins 7. rit.,D3-vítamín og efnagreining þess í lýsi,Svana H. Stefánsdóttir og Alda Möller,1984-01-01 00:00:00.0,,is,,,,,,,,,,,,,,,,,,,,,,,,,,,"Svana H. Stefánsdóttir og Alda Möller, 1984. D3-vítamín og efnagreining þess í lýsi. Fjölrit Rannsóknastofnunar fiskiðnaðarins 7. rit."
1293,,C,R,Háskóli Íslands. Matvælafræðiskor. Skýrsla.,Mælingar á fitusýrusamsetningu í íslenskum hafbeitarlaxi.,Ásbjörn Jónsson,1991-01-01 00:00:00.0,,is,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ásbjörn Jónsson, 1991. Mælingar á fitusýrusamsetningu í íslenskum hafbeitarlaxi. Sérverkefni í matvælafræði við Háskóla Íslands."
1232,,C,R,Tæknitíðindi nr. 14. Rannsóknastofnun fiskiðnaðarins.,Vinnsla og nýting kjöts úr humarklóm.,Björn Dagbjartsson og Össur Kristinsson,1972-01-01 00:00:00.0,,is,,,,,,,,,,,,,,,,,,,,,,,,,,,"Björn Dagbjartsson og Össur Kristinsson, 1972. Vinnsla og nýting kjöts úr humarklóm. Tæknitíðindi nr. 14."
1716,,C,AR,Starfshópur um hreinleika mjólkurafurða 1. rit: 39-42.,Tetrasýklín í mjólk,Kristín Hlíðberg,1993-01-01 00:00:00.0,,is,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kristín Hlíðberg, 1993. Tetrasýklín í mjólk. Starfshópur um hreinleika mjólkurafurða 1. rit: 39-42."
1463,,O,P,Rannsóknastofnun landbúnaðarins,Óbirtar niðurstöður efnagreininga 1993 – 2000.,Ólafur Reykdal,1993-01-01 00:00:00.0,,is,,,,,,,,,,,,,,,,,,,,,,,,,2010-04-10 08:35:51.0,,Ólafur Reykdal. Óbirtar niðurstöður efnagreininga 1993 – 2000.
1824,,F,B,"Instituttet for levnedsmiddelkemi og Ernæring, Levnedsmiddelstyrelsen.",Levnedsmiddeltabell til brug ved næringsdeklaration,"Saxholt, E., B.E. Mikkelsen, I Clausen & A. Møller",1994-01-01 00:00:00.0,,da,,,,,,,,,,,,,,,,,,,,,,,,,,,"Saxholt, E., B.E. Mikkelsen, I Clausen & A. Møller, 1994. Levnedsmiddeltabell til brug ved næringsdeklaration. Instituttet for levnedsmiddelkemi og Ernæring, Levnedsmiddelstyrelsen."
1722,,C,WW,,,Matvælastofnun,2011-03-01 00:00:00.0,,is,,,,,,,,,,,,,,,,,,,,,,,2011-04-10 15:14:48.35,,2011-04-10 03:16:50.0,,"Matvælastofnun, 2011. Vefsíðan www.mast.is"
1216,,P,AJ,J.Sci.Fd Agric. 20: 218-220.,"Total and free amino acids in fishmeals and vacuum-dried codfish organs, flesh, bones, skin and stomach contents.",Geir Arnesen,1969-01-01 00:00:00.0,,en,,,,,,,,,,,,,,,,,,,,,,,,,,,"Geir Arnesen, 1969. Total and free amino acids in fishmeals and vacuum-dried codfish organs, flesh, bones, skin and stomach contents. J.Sci.Fd Agric. 20: 218-220."
1465,,C,R,ESB rannsóknir: FAIR CT96-1768 (OVAX),Evrópuverkefni um lambakjöt. Lokaskýrsla. FAIR CT96-1768 (OVAX). Identifying and changing the qualities and composition of meat from different European sheep types which meets regional consumer expectations.,,1992-01-01 00:00:00.0,,en,,,,,,,,,,,,,,,,,,,,,,,,,2010-04-10 08:37:45.0,,Evrópuverkefni um lambakjöt. Lokaskýrsla. FAIR CT96-1768 (OVAX). Identifying and changing the qualities and composition of meat from different European sheep types which meets regional consumer expectations.
1847,,F,WW,,Livsmedelstabeller,Livsmedelsverket,2009-01-01 00:00:00.0,,se,,,,,,,,,,,,,,,,,,,,,,,2010-03-28 14:18:27.9,,2010-03-28 02:20:43.0,,Livsmedelsverket. Livsmedelstabeller på Internet.
1462,,O,R,Matra. Skýrsla.,"Niðurstöður mælinga á B12 vítamíni, B6 vítamíni og fólasíni í íslenskri mýmjólk.",Ólafur Reykdal,2000-01-01 00:00:00.0,,is,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ólafur Reykdal, 2000. Niðurstöður mælinga á B12 vítamíni, B6 vítamíni og fólasíni í íslenskri mýmjólk. Unnið fyrir Mjólkursamsöluna. Greinargerð."
1721,,C,R,,Mælingar á koffíni í drykkjum á íslenskum markaði.,Umhverfisstofnun,2006-06-01 00:00:00.0,,is,,,,,,,,,,,,,,,,,,,,,,,2011-04-10 15:09:27.4,,2011-04-10 03:14:31.0,,"Umhverfisstofnun, 2006. Mælingar á koffíni í drykkjum á íslenskum markaði. UST-R-2007:01"
1830,,F,B,Levnedsmiddelstyrelsen.,Levnedsmiddeltabeller. 4. útg.,"Møller, A. & E. Saxholt",1996-01-01 00:00:00.0,,da,,,,,,,,,,,,,,,,,,,,,,,,,,,"Møller, A. & E. Saxholt, 1996. Levnedsmiddeltabeller. 4. útg. Levnedsmiddelstyrelsen."
1464,,O,P,Rannsóknastofnun landbúnaðarins,Niðurstöður mælinga hjá TNO í Hollandi 1998.,Rannsóknastofnun landbúnaðarins,1989-01-01 00:00:00.0,,is,,,,,,,,,,,,,,,,,,,,,,,,,2010-04-10 08:34:14.0,,Niðurstöður mælinga hjá TNO í Hollandi 1998.
1423,,O,R,Rannsóknastofnun landbúnaðarins,Næringarefni í ávaxtagrautum. Efnagreiningar unnar fyrir Efnagerð bakara.,Ólafur Reykdal,1985-01-01 00:00:00.0,,is,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ólafur Reykdal, 1985. Næringarefni í ávaxtagrautum. Efnagreiningar unnar fyrir Efnagerð bakara."
1234,,C,R,Rannsóknastofnun fiskiðnaðarins. Skýrsla.,Ársskýrsla 1973,Rannsóknastofnun fiskiðnaðarins:,1973-01-01 00:00:00.0,,is,,,,,,,,,,,,,,,,,,,,,,,,,,,Rannsóknastofnun fiskiðnaðarins: Ársskýrsla 1973.
1295,,C,P,Rannsóknastofnun fiskiðnaðarins,Niðurstöður efnagreininga.,Snorri Þórisson,1988-01-01 00:00:00.0,,is,,,,,,,,,,,,,,,,,,,,,,,,,2010-04-10 08:24:49.0,,Snorri Þórisson.Niðurstöður efnagreininga.
1108,,P,AJ,British Journal of Cancer 12:348-350,Polycyclic hydrocarbons in Icelandic smoked food,"Bailey, E.B., Dungal, N.",1958-01-01 00:00:00.0,,en,,,,,,,,,,,,,,,,,,,,,,,2010-09-18 10:54:43.403,,2010-09-18 10:58:28.0,,"Baily, E.B., Dungal, N., 1958. Polycyclic hydrocarbons in Icelandic smoked food. British Journal of cancer 12: 348-350"
1811,,F,B,"Statens Levnedsmiddelinstitut. Dafolo Forlag, Frederikshavn, Danmark.",Levnedsmiddeltabeller. 2. útg.,"Møller, A",1986-01-01 00:00:00.0,,da,,,,,,,,,,,,,,,,,,,,,,,,,,,"Møller, A. 1986. Levnedsmiddeltabeller. 2. útg. Statens Levnedsmiddelinstitut. Dafolo Forlag, Frederikshavn, Danmark."
1210,,C,R,Rannsóknastofnun fiskiðnaðarins,Skýrsla um starfsemi Rannsóknastofnunar fiskiðnaðarins 1965-1966,Rannsóknastofnun fiskiðnaðarins,1967-01-01 00:00:00.0,,is,,,,,,,,,,,,,,,,,,,,,,,,,,,"Rannsóknastofnun fiskiðnaðarins, 1967. Skýrsla um starfsemi Rannsóknastofnunar fiskiðnaðarins 1965-1966. Reykjavík."
1306,,C,R,Matis 25-09,Vöruþróun á  hollari unnum kjötvörum,"Aðalheiður Ólafsdóttir, Ólafur Reykdal, Óli Þór Hilmarsson, Gunnþórunn Einarsdóttir, Kolbrún Sveinsdóttir, Þóra Valsdóttir, Emilía Martinsdóttir, Guðjón Þorkelsson",2009-08-01 00:00:00.0,,is,,,,,,,,,,,,,,,,,,,,,,Niðurstöður voru upphaflega skráðar undir 1301.,2009-09-05 08:46:47.31,,2010-05-05 12:52:49.0,,"Aðalheiður Ólafsdóttir, Ólafur Reykdal, Óli Þór Hilmarsson, Gunnþórunn Einarsdóttir, Kolbrún Sveinsdóttir, Þóra Valsdóttir, Emilía Martinsdóttir, Guðjón Þorkelsson, 2009. Verkefnið Hollari kjötvörur. Matís 25-09."
1708,,C,R,Hitaveita Reykjavíkur.,Mæliniðurstöður fyrir hitaveituvatn,Einar Gunnlaugsson,1987-01-01 00:00:00.0,,is,,,,,,,,,,,,,,,,,,,,,,,,,,,"Einar Gunnlaugsson, 1987. Mæliniðurstöður fyrir hitaveituvatn. Hitaveita Reykjavíkur."
1611,,L,P,,,,1987-01-01 00:00:00.0,,is,,,,,,,,,,,,,,,,,,,,,,Mjólkurbú Flóamanna,,,2010-03-09 04:41:49.0,,Mjólkurbú Flóamanna
1296,,C,P,Rannsóknastofnun fiskiðnaðarins,Niðurstöður efnagreininga.,Guðjón Atli Auðunsson,1987-01-01 00:00:00.0,,is,,,,,,,,,,,,,,,,,,,,,,,,,2010-04-10 08:25:17.0,,Guðjón Atli Auðunsson. Niðurstöður efnagreininga.
1413,,C,P,Rannsóknastofnun landbúnaðarins,Óbirtar efnagreiningar unnar fyrir bökunariðnaðinn.,Herdís Steingrímsdóttir,1981-01-01 00:00:00.0,,is,,,,,,,,,,,,,,,,,,,,,,,,,,,"Herdís Steingrímsdóttir, 1981. Efnagreiningar unnar fyrir bökunariðnaðinn. Óbirt."
1613,,L,P,,,,1990-01-01 00:00:00.0,,is,,,,,,,,,,,,,,,,,,,,,,H. Benediktsson hf.,,,2010-03-09 04:43:09.0,,H. Benediktsson hf.
1466,,O,P,Rannsóknastofnun landbúnaðarins,Óbirtar niðurstöður efnagreininga 2001 - 2003.,Ólafur Reykdal,2003-01-01 00:00:00.0,,is,,,,,,,,,,,,,,,,,,,,,,,,,2010-04-09 05:17:44.0,,Ólafur Reykdal. Óbirtar niðurstöður efnagreininga 2001 - 2003.
1292,,C,R,Rannsóknastofnun fiskiðnaðarins.,Fitusýrusamsetning í íslensku sjávarfangi,Heiða Pálmadóttir og Sjöfn Sigurgísladóttir,1989-01-01 00:00:00.0,,is,,,,,,,,,,,,,,,,,,,,,,,,,,,"Heiða Pálmadóttir og Sjöfn Sigurgísladóttir, 1989. Fitusýrusamsetning í íslensku sjávarfangi. Rannsóknastofnun fiskiðnaðarins."
1294,,C,P,Rannsóknastofnun fiskiðnaðarins,Óbirtar niðurstöður efnagreininga.,Heiða Pálmadóttir,1987-01-01 00:00:00.0,,is,,,,,,,,,,,,,,,,,,,,,,,,,2010-04-10 08:24:14.0,,Heiða Pálmadóttir. Óbirtar niðurstöður efnagreininga.
1446,,C,R,Rannsóknastofnun landbúnaðarins. Skýrsla til Sláturfélags Suðurlands og Svínaræktarfélags Íslands.,Gæði svínafitu á Íslandi. Áhrif fóðurs á fitusýrusamsetningu,Guðjón Þorkelsson,1991-01-01 00:00:00.0,,is,,,,,,,,,,,,,,,,,,,,,,,,,,,"Guðjón Þorkelsson, 1991. Gæði svínafitu á Íslandi. Áhrif fóðurs á fitusýru-samsetningu. Skýrsla til Sláturfélags Suðurlands og Svínaræktarfélags Íslands."
1440,,O,P,Rannsóknastofnun landbúnaðarins,Óbirtar niðurstöður efnagreininga og útreikninga 1989-92.,Þyrí Valdimarsdóttir,1989-01-01 00:00:00.0,,is,,,,,,,,,,,,,,,,,,,,,,,,,2010-04-10 08:31:00.0,,Þyrí Valdimarsdóttir. Óbirtar niðurstöður efnagreininga og útreikninga 1989-92.
1129,,P,AJ,Íslenskar landbúnaðarrannsóknir 16 (1-2): 16-20.,Kadmíum í íslensku umhverfi.,Þorsteinn Þorsteinsson og Friðrik Pálmason,1984-01-01 00:00:00.0,,is,,,,,,,,,,,,,,,,,,,,,,,,,,,"Þorsteinn Þorsteinsson og Friðrik Pálmason, 1984. Kadmíum í íslensku umhverfi. Íslenskar landbúnaðarrannsóknir 16 (1-2): 16-20."
1229,,C,R,Rannsóknastofnun fiskiðnaðarins,Ársskýrsla 1972.,Rannsóknastofnun fiskiðnaðarins,1973-01-01 00:00:00.0,,is,,,,,,,,,,,,,,,,,,,,,,,,,,,"Rannsóknastofnun fiskiðnaðarins, 1973. Ársskýrsla 1972."
1130,,C,AJ,Freyr 80 (22): 910-912.,Selenskortur og seleneitrun.,"Baldur Símonarson, Guðný Eiríksdóttir, Sigurður Sigurðarson og Þorsteinn Þorsteinsson",1984-01-01 00:00:00.0,,is,,,,,,,,,,,,,,,,,,,,,,,,,,,"Baldur Símonarson, Guðný Eiríksdóttir, Sigurður Sigurðarson og Þorsteinn Þorsteinsson, 1984. Selenskortur og seleneitrun. Freyr 80 (22): 910-912."
1123,,P,AJ,Fd. Chem. Toxic. 22 (4): 305-306.,N-Nitroso compounds and polycyclic aromatic hydrocompounds in Icelandic smoked cured mutton,"Dennis, M.J., G.S. Cripps, A.R. Tricker",1984-01-01 00:00:00.0,,en,,,,,,,,,,,,,,,,,,,,,,,2010-09-18 11:25:44.623,,2010-09-18 11:29:44.0,,"Dennis, M.J., G.S. Cripps, A.R. Tricker, 1984. N-Nitroso compounds and polycyclic aromatic hydrocompounds in Icelandic smoked cured mutton. Fd. Chem. Toxic. 22 (4): 305-306."
1903,,P,AJ,J. Food Sci. 49: 1182-1185.,"Proximate composition, cholesterol and calcium content in mechanically separated fish flesh from three species of the gadidate family","Krzynowek, J., D. Peton, K. Wiggin",1984-01-01 00:00:00.0,,en,,,,,,,,,,,,,,,,,,,,,,,,,,,"Krzynowek, J., D. Peton, K. Wiggin, 1984. Proximate composition, cholesterol and calcium content in mechanically separated fish flesh from three species of the gadidate family. J. Food Sci. 49: 1182-1185."
1720,,C,AR,Heilbrigðisskýrslur. Fylgirit 1981 nr. 1,Mataræði skólabarna í Reykjavík. Könnun Manneldisráðs 1977-78,Landlæknisembætið,1980-01-01 00:00:00.0,,is,,,,,,,,,,,,,,,,,,,,,,,2010-09-18 09:48:33.613,,2010-09-18 10:00:45.0,,"Landlæknisembættið, 1980. Mataræði skólabarna í Reykjavík. Könnun Manneldisráðs 1977-78. Heilbrigðisskýrslur. Fylgirit 1981 nr.1"
1442,,P,AB,"Nutritional Impact of Food Processing (Ritstj. J.C. Somogy & H.R. Müller), Bibl Nutr Dieta 43. bls 47-58.",Nutritional effects of pickle fermentation of bloood and liver sausages in skyrwhey.,Elín Hilmarsdóttir og Anna Þórdís Árnadóttir,1989-01-01 00:00:00.0,,en,,,,,,,,,,,,,,,,,,,,,,Ráðstefnurit,2009-08-10 16:41:56.55,,2011-05-20 12:34:31.0,,"Elín Hilmarsdóttir og Anna Þórdís Árnadóttir, 1989. Nutritional effects of pickle fermentation of bloood and liver sausages in skyrwhey. Nutritional Impact of Food Processing (Ritstj. J.C. Somogy & H.R. Müller), Bibl Nutr Dieta 43. bls 47-58."
1424,,O,R,Rannsóknastofnun landbúnaðarins,Efnagreiningar á drykkjum.,Ólafur Reykdal og Ágúst Sigurðsson,1986-01-01 00:00:00.0,,is,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ólafur Reykdal og Ágúst Sigurðsson, 1986. Efnagreiningar á drykkjum."
1930,,P,AJ,Internat. J. Vit. Nutr. Res. 52: 80-89.,Iodine in Finnish foods.,"Varo, P., E. Saari, A. Paaso & P. Koivistoinen",1982-01-01 00:00:00.0,,en,,,,,,,,,,,,,,,,,,,,,,,,,,,"Varo, P., E. Saari, A. Paaso & P. Koivistoinen, 1982. Iodine in Finnish foods. Internat. J. Vit. Nutr. Res. 52: 80-89."
1052,,E,E,,,,1987-01-01 00:00:00.0,,,,,,,,,,,,,,,,,,,,,,,,Gildi fengið með því að umreikna gildi fyrir sömu eða skylda fæðutegund í erlendum næringarefnatöflum.,,,2010-03-09 03:03:14.0,,Gildi fengið með því að umreikna gildi fyrir sömu eða skylda fæðutegund í erlendum næringarefnatöflum.
1814,,F,B,"Statens ernæringsråd, Oslo",Statens ernæringsråds matvaretabell. 6. útgáfa.,Landsforeningen for kosthold og helse,1991-01-01 00:00:00.0,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,"Landsforeningen for kosthold og helse, 1991. Statens ernæringsråds matvaretabell. 6. útgáfa. Oslo."
1937,,X,X,Laust,,,2000-01-01 00:00:00.0,,,,,,,,,,,,,,,,,,,,,,,,,2009-01-01 00:00:00.0,A323/A323,2010-06-23 10:21:18.0,,Laust
1936,,X,X,Laust,,,2000-01-01 00:00:00.0,,,,,,,,,,,,,,,,,,,,,,,,,2009-04-24 15:20:57.887,A323\A323,2010-06-23 10:20:58.0,,Laust
1215,,C,R,"Rannsóknastofnun fiskiðnaðarins, 1968. Reykjavík.",Skýrsla um starfsemi Rannsóknastofnunar fiskiðnaðarins 1967,Rannsóknastofnun fiskiðnaðarins,1968-01-01 00:00:00.0,,is,,,,,,,,,,,,,,,,,,,,,,,,,,,"Rannsóknastofnun fiskiðnaðarins, 1968. Skýrsla um starfsemi Rannsóknastofnunar fiskiðnaðarins 1967. Reykjavík."
1297,,C,R,"Rannsóknastofnun fiskiðnaðarins 15. rit, október 1988.",Fitu- og þurrefnismælingar á loðnu á haustvertíð 1987 og vetrarvertíð 1988,Sigurður Einarsson,1988-01-01 00:00:00.0,,is,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sigurður Einarsson, 1988. Fitu- og þurrefnismælingar á loðnu á haustvertíð 1987 og vetrarvertíð 1988. Rannsóknastofnun fiskiðnaðarins 15. rit, október 1988."
